Community Project,,4.4.0,4.2011,2011.5,2011.6,2011.7,2011.8,2011.9,2011.10,2011.11,2011.12,2012.1,2012.2,2012.3,2012.4,2012.5,2012.6,2012.8,2012.9,2012.11,2012.12,2013.1,2013.4,2013.05,2013.06,2013.07,2013.09,2013.11,2014.01,2014.03,2014.05,2014.07
,,2011/03/29,2011/04/15,2011/05/16,2011/06/22,2011/07/21,2011/08/22,2011/09/27,2011/10/26,2011/12/01,2011/12/25,2012/02/03,2012/03/07,2012/03/30,2012/05/02,2012/05/31,2012/06/13,2012/09/03,2012/10/09,2012/12/14,2013/01/18,2013/02/18,2013/04/09,2013/05/21,2013/06/14,2013/08/13,2013/10/10,2013/12/6,2014/01/31,2014/04/18,2014/07/17,2014/08/07
5.1  Ent.,branch date,5.1.0,,,,,,,,,,,,,,,
,,2013/5/28,,,,,,,,,,,,,,,
5.0  Ent.,branch date,5.0.0,,,,,,,,,,,,,,,
,,2012/11/27,,,,,,,,,,,,,,,
4.7 Ent.,branch date,4.7.0,,,,,,,,,,,,,,,
,,2012/05/15,,,,,,,,,,,,,,,
4.6 Ent.,branch date,4.6.0,,,,,,,,,,,,,,,
,,2011/11/18,,,,,,,,,,,,,,,
4.5 Ent.,branch date,4.5.0,,,,,,,,,,,,,,,
,,2011/03/29,,,,,,,,,,,,,,,
4.4 Ent.,branch date,4.4.0,,,,,,,,,,,,,,,
,,2010/09/28,,,,,,,,,,,,,,,
4.3,branch date,4.3.0,,,,,,,,,,,,,,,
,2010/03/31,2010/03/30,,,,,,,,,,,,,,,
4.2,branch date,4.2.0,,,,,,,,,,,,,,,
,2009/09/10,2009/09/30,,,,,,,,,,,,,,,
4.1,branch date,4.1.0,4.1.1,4.1.2,4.1.3,4.1.4,,,,,,,,,,,
,2009/03/12,2009/03/17,2009/04/29,2009/05/20,2009/06/03,2009/09/29,,,,,,,,,,,
4.0,branch date,4.0.0,4.0.1,4.0.2,4.0.3,4.0.4,4.0.5,4.0.6,4.0.7,,,,,,,,
,2007/12/04,2007/12/03,2008/08/20,2009/01/28,2009/02/16,?,2009/05/20,2009/06/03,2009/09/29,,,,,,,,
3.10,branch date,3.10.0,3.10.1,,,,,,,,,,,,,,
,2007/10/2,2007/10/03,2008-08-20,,,,,,,,,,,,,,
3.9,branch date,3.9.0,3.9.1,3.9.2,3.9.3,3.9.4,3.9.5,,,,,,,,,,
,2006/12/18,2006/12/18,2007/03/14,2007/05/04,2007/08/22,2007/10/02,2008/08/20,,,,,,,,,,
3.8,branch date,3.8.0,3.8.1,3.8.2,3.8.3,3.8.4,3.8.5,3.8.6,3.8.7,3.8.8,3.8.9,3.8.10,,,,
,2006/05/02,2006/05/02,2006/06/21,2006/07/19,2006/07/26,2006/09/11,2006/10/25,2006/10/31,2007/03/14,2007/05/04,2007/08/22,2007/10/02,,,,
3.7,branch date,3.7.0,3.7.1,3.7.2,3.7.3,3.7.4,3.7.5,3.7.6,3.7.7,3.7.8,3.7.9,3.7.10,,,,
,2005/07/12,2005/10/12,,,,,,,,,,2007/03/14,,,,
3.6,branch date,3.6.0,3.6.1,3.6.2,3.6.3,3.6.4,3.6.5,3.6.6,3.6.7,3.6.8,3.6.9,3.6.10,3.6.11,3.6.12,,
,2005/05/26,2005/05/30,,,,,,,,,,,,2007/03/14,,
3.5,branch date,3.5.0,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.5.6,3.5.7,3.5.8,3.5.9,3.5.10,3.5.11,,,
,2004/12/10,2004/12/22,,,,,,,,,,,2006/05/06,,,
3.4,branch date,3.4.0,3.4.1,3.4.2,3.4.3,3.4.4,3.4.5,3.4.6,3.4.7,3.4.8,,,,,,
,2004/06/02,2004/06/02,,,,,,,,2005/07/19,,,,,,
3.3,branch date,3.3-1,3.3-2,3.3-3,3.3-4,3.3-5,3.3-6,3.3-7,,,,,,,,
,2004/01/02,2003/12/23,,,,,,2005/02/23,,,,,,,,
3.2,branch date,3.2-1,3.2-2,3.2-3,3.2-4,3.2-5,3.2-6,,,,,,,,,
,2003/08/26,2003/09/16,,2003/10/30,,,2004/05/07,,,,,,,,,
3.1,branch date,3.1-1,,,,,,,,,,,,,,
,2003/06/12,2003/06/24,,,,,,,,,,,,,,
3.0,branch date,3.0-1,3.0-2,,,,,,,,,,,,,
,,2003/03/24,2003/04/24,,,,,,,,,,,,,
